country,year,patents
SS,1981,1
SS,1990,1
SS,1992,1
SS,1993,1
SS,1995,1
ST,1986,1
ST,1989,1
ST,1997,1
ST,1998,2
ST,2000,1
SV,1978,3
SV,1983,1
SV,1986,1
SV,1988,2
SV,1995,1
SV,1997,1
SV,1998,1
SV,2001,3
SV,2003,1
SV,2004,1
SV,2005,3
SV,2006,1
SV,2012,1
SV,2013,2
SV,2015,3
SV,2016,1
SV,2017,3
SV,2019,1
SV,2020,1
SV,2021,1
SV,2022,1
SY,1981,1
SY,1983,2
SY,1986,2
SY,1987,2
SY,1988,1
SY,1989,2
SY,1990,1
SY,1992,2
SY,1993,1
SY,1995,1
SY,1996,1
SY,1997,1
SY,1999,5
SY,2000,8
SY,2001,2
SY,2002,4
SY,2003,4
SY,2004,2
SY,2005,3
SY,2006,6
SY,2007,5
SY,2008,8
SY,2009,3
SY,2010,6
SY,2011,12
SY,2012,9
SY,2013,18
SY,2014,14
SY,2015,17
SY,2016,20
SY,2017,33
SY,2018,24
SY,2019,38
SY,2020,16
SY,2021,16
SY,2022,6
SZ,1978,1
SZ,2011,1
SZ,2020,1
SZ,2022,1
TC,1989,1
TC,1996,1
TC,1998,1
TC,2000,1
TC,2002,1
TC,2003,3
TC,2005,6
TC,2006,2
TC,2007,2
TC,2012,1
TC,2013,1
TC,2018,1
TC,2019,1
TC,2020,1
TC,2022,3
TC,2023,2
TC,2025,2
TD,1976,4
TD,1977,4
TD,1978,2
TD,1980,1
TD,1982,2
TD,1986,1
TD,1988,2
TD,1989,1
TD,1990,1
TD,1992,1
TD,1993,2
TD,1995,1
TD,1996,1
TD,1999,2
TD,2000,1
TD,2001,4
TD,2002,2
TD,2004,2
TD,2005,2
TD,2007,1
TD,2008,4
TD,2010,1
TD,2012,1
TD,2013,2
TD,2015,1
TD,2016,1
TD,2018,1
TD,2019,3
TD,2020,3
TD,2021,2
TG,2016,1
TG,2018,1
TH,1977,3
TH,1978,2
TH,1979,1
TH,1980,3
TH,1981,2
TH,1983,3
TH,1984,1
TH,1985,1
TH,1986,4
TH,1987,1
TH,1988,2
TH,1989,4
TH,1990,3
TH,1991,6
TH,1992,4
TH,1993,22
TH,1994,8
TH,1995,12
TH,1996,12
TH,1997,16
TH,1998,30
TH,1999,46
TH,2000,38
TH,2001,60
TH,2002,78
TH,2003,60
TH,2004,48
TH,2005,32
TH,2006,60
TH,2007,43
TH,2008,56
TH,2009,48
TH,2010,77
TH,2011,108
TH,2012,99
TH,2013,144
TH,2014,166
TH,2015,167
TH,2016,138
TH,2017,169
TH,2018,159
TH,2019,197
TH,2020,215
TH,2021,162
TH,2022,106
TH,2023,120
TH,2024,136
TH,2025,150
TJ,1976,2
TJ,1977,1
TJ,1978,2
TJ,1979,3
TJ,1980,6
TJ,1981,3
TJ,1983,3
TJ,1984,4
TJ,1985,5
TJ,1986,1
TJ,1987,1
TJ,1989,1
TJ,1990,2
TJ,1991,1
TJ,1992,1
TJ,2017,1
TL,2007,1
TL,2008,1
TL,2009,1
TL,2011,2
TL,2012,1
TL,2013,1
TL,2019,2
TM,1994,1
TM,2010,1
TM,2015,1
TM,2018,1
TM,2020,2
TM,2021,3
TN,1976,2
TN,1977,1
TN,1978,1
TN,1979,1
TN,1980,2
TN,1981,2
TN,1982,1
TN,1984,1
TN,1985,2
TN,1987,2
TN,1988,1
TN,1990,1
TN,1991,1
TN,1992,2
TN,1993,1
TN,1996,1
TN,1997,1
TN,2000,1
TN,2001,1
TN,2002,1
TN,2004,2
TN,2005,1
TN,2006,4
TN,2007,3
TN,2008,2
TN,2009,1
TN,2010,6
TN,2011,3
TN,2012,11
TN,2013,13
TN,2014,10
TN,2015,11
TN,2016,5
TN,2017,6
TN,2018,3
TN,2019,20
TN,2020,11
TN,2021,11
TN,2022,7
TN,2023,5
TN,2024,12
TN,2025,12
TO,1976,1
TO,1979,2
TO,1980,1
TO,1981,3
TO,1986,1
TR,1976,2
TR,1977,6
TR,1978,1
TR,1979,3
TR,1980,2
TR,1981,1
TR,1982,2
TR,1983,2
TR,1984,5
TR,1985,2
TR,1986,11
TR,1987,5
TR,1988,3
TR,1989,3
TR,1990,4
TR,1991,2
TR,1992,5
TR,1993,3
TR,1994,5
TR,1995,5
TR,1996,8
TR,1997,11
TR,1998,9
TR,1999,14
TR,2000,12
TR,2001,33
TR,2002,25
TR,2003,51
TR,2004,24
TR,2005,21
TR,2006,37
TR,2007,38
TR,2008,54
TR,2009,58
TR,2010,69
TR,2011,83
TR,2012,85
TR,2013,124
TR,2014,152
TR,2015,185
TR,2016,209
TR,2017,272
TR,2018,250
TR,2019,339
TR,2020,298
TR,2021,269
TR,2022,268
TR,2023,261
TR,2024,312
TR,2025,417
TT,1978,3
TT,1979,5
TT,1980,1
TT,1981,2
TT,1987,2
TT,1988,3
TT,1989,1
TT,1990,1
TT,1991,1
TT,1992,2
TT,1994,4
TT,1995,1
TT,1996,2
TT,1997,1
TT,1998,3
TT,1999,1
TT,2000,1
TT,2001,4
TT,2003,1
TT,2004,1
TT,2006,2
TT,2007,1
TT,2008,2
TT,2009,2
TT,2010,7
TT,2011,3
TT,2012,5
TT,2013,10
TT,2014,9
TT,2015,8
TT,2016,6
TT,2017,7
TT,2018,4
TT,2019,8
TT,2020,4
TT,2021,1
TT,2023,1
TT,2024,4
TT,2025,2
TW,1976,24
TW,1977,48
TW,1978,29
TW,1979,37
TW,1980,77
TW,1981,87
TW,1982,101
TW,1983,71
TW,1984,114
TW,1985,189
TW,1986,266
TW,1987,393
TW,1988,514
TW,1989,664
TW,1990,821
TW,1991,1060
TW,1992,1230
TW,1993,1476
TW,1994,1800
TW,1995,2098
TW,1996,2421
TW,1997,2564
TW,1998,3554
TW,1999,4554
TW,2000,5849
TW,2001,6503
TW,2002,6693
TW,2003,6653
TW,2004,7217
TW,2005,5986
TW,2006,7990
TW,2007,7520
TW,2008,7892
TW,2009,7997
TW,2010,9966
TW,2011,10240
TW,2012,11976
TW,2013,12467
TW,2014,12528
TW,2015,12883
TW,2016,12782
TW,2017,12883
TW,2018,12071
TW,2019,12741
TW,2020,13387
TW,2021,12327
TW,2022,12850
TW,2023,13352
TW,2024,12988
TW,2025,14697
TZ,1978,2
TZ,1982,1
TZ,1983,1
TZ,1989,1
TZ,1992,3
TZ,2001,1
TZ,2003,3
TZ,2009,1
TZ,2010,1
TZ,2011,1
TZ,2013,1
TZ,2015,1
TZ,2016,4
TZ,2017,1
TZ,2018,2
TZ,2019,2
TZ,2020,2
UA,1976,43
UA,1977,47
UA,1978,49
UA,1979,32
UA,1980,44
UA,1981,42
UA,1982,19
UA,1983,23
UA,1984,34
UA,1985,23
UA,1986,14
UA,1987,14
UA,1988,12
UA,1989,19
UA,1990,22
UA,1991,13
UA,1992,11
UA,1993,3
UA,1994,11
UA,1995,16
UA,1996,25
UA,1997,9
UA,1998,29
UA,1999,29
UA,2000,32
UA,2001,37
UA,2002,52
UA,2003,42
UA,2004,32
UA,2005,34
UA,2006,49
UA,2007,35
UA,2008,39
UA,2009,30
UA,2010,41
UA,2011,47
UA,2012,73
UA,2013,67
UA,2014,72
UA,2015,106
UA,2016,100
UA,2017,141
UA,2018,99
UA,2019,159
UA,2020,164
UA,2021,165
UA,2022,177
UA,2023,175
UA,2024,194
UA,2025,226
UG,1977,1
UG,1978,6
UG,1979,12
UG,1980,7
UG,1981,12
UG,1982,11
UG,1983,11
UG,1984,15
UG,1985,19
UG,1986,10
UG,1987,32
UG,1988,39
UG,1989,40
UG,1990,29
UG,1991,46
UG,1992,33
UG,1993,43
UG,1994,32
UG,1995,38
UG,1996,66
UG,1997,50
UG,1998,71
UG,1999,69
UG,2000,77
UG,2001,66
UG,2002,91
UG,2003,76
UG,2004,91
UG,2005,110
UG,2006,121
UG,2007,130
UG,2008,107
UG,2009,103
UG,2010,150
UG,2011,123
UG,2012,180
UG,2013,185
UG,2014,243
UG,2015,258
UG,2016,249
UG,2017,250
UG,2018,163
UG,2019,141
UG,2020,112
UG,2021,86
UG,2022,42
UG,2023,2
UG,2025,4
US,1976,44889
US,1977,45049
US,1978,44895
US,1979,33062
US,1980,40938
US,1981,43492
US,1982,37948
US,1983,36856
US,1984,42703
US,1985,44022
US,1986,42803
US,1987,48729
US,1988,45506
US,1989,55740
US,1990,53914
US,1991,58860
US,1992,59840
US,1993,62257
US,1994,65549
US,1995,65743
US,1996,70679
US,1997,71356
US,1998,92563
US,1999,96011
US,2000,99114
US,2001,101125
US,2002,99607
US,2003,101298
US,2004,96721
US,2005,84883
US,2006,105247
US,2007,96592
US,2008,95065
US,2009,98259
US,2010,125604
US,2011,125987
US,2012,140029
US,2013,154309
US,2014,166218
US,2015,163877
US,2016,168907
US,2017,178336
US,2018,170581
US,2019,196341
US,2020,193841
US,2021,176534
US,2022,167105
US,2023,171249
US,2024,168133
US,2025,162536
UY,1976,2
UY,1978,1
UY,1981,19
UY,1982,22
UY,1983,13
UY,1984,6
UY,1985,13
UY,1986,3
UY,1987,1
UY,1988,1
UY,1989,2
UY,1990,3
UY,1991,1
UY,1992,2
UY,1995,2
UY,1996,2
UY,1997,4
UY,1998,5
UY,1999,5
UY,2000,1
UY,2001,2
UY,2002,3
UY,2003,2
UY,2004,3
UY,2005,2
UY,2006,3
UY,2007,3
UY,2008,2
UY,2009,6
UY,2010,11
UY,2011,4
UY,2012,12
UY,2013,12
UY,2014,12
UY,2015,9
UY,2016,13
UY,2017,14
UY,2018,19
UY,2019,13
UY,2020,21
UY,2021,9
UY,2022,14
UY,2023,17
UY,2024,17
UY,2025,24
UZ,1976,10
UZ,1977,5
UZ,1978,10
UZ,1979,13
UZ,1980,13
UZ,1981,19
UZ,1982,18
UZ,1983,9
UZ,1984,4
UZ,1985,4
UZ,1986,4
UZ,1987,7
UZ,1988,3
UZ,1989,8
UZ,1990,7
UZ,1991,11
UZ,1992,1
UZ,1993,2
UZ,1994,1
UZ,1995,1
UZ,1996,1
UZ,1998,1
UZ,1999,1
UZ,2000,2
UZ,2001,2
UZ,2002,1
UZ,2004,2
UZ,2006,1
UZ,2010,1
UZ,2011,1
UZ,2012,1
UZ,2013,2
UZ,2014,1
UZ,2015,2
UZ,2016,1
UZ,2017,1
UZ,2018,3
UZ,2019,3
UZ,2020,1
UZ,2021,5
UZ,2022,3
UZ,2025,1
VE,1976,2
VE,1977,14
VE,1978,9
VE,1979,13
VE,1980,12
VE,1981,14
VE,1982,14
VE,1983,5
VE,1984,13
VE,1985,16
VE,1986,22
VE,1987,25
VE,1988,22
VE,1989,25
VE,1990,21
VE,1991,26
VE,1992,27
VE,1993,36
VE,1994,32
VE,1995,34
VE,1996,33
VE,1997,30
VE,1998,35
VE,1999,52
VE,2000,39
VE,2001,33
VE,2002,42
VE,2003,29
VE,2004,29
VE,2005,15
VE,2006,25
VE,2007,28
VE,2008,23
VE,2009,18
VE,2010,24
VE,2011,28
VE,2012,41
VE,2013,23
VE,2014,22
VE,2015,33
VE,2016,11
VE,2017,15
VE,2018,12
VE,2019,16
VE,2020,8
VE,2021,12
VE,2022,7
VE,2023,7
VE,2024,10
VE,2025,9
VG,1984,1
VG,1985,3
VG,1986,1
VG,1987,1
VG,1989,1
VG,1991,1
VG,1992,1
VG,1993,1
VG,1994,2
VG,1997,3
VG,1998,3
VG,1999,4
VG,2001,2
VG,2002,4
VG,2003,8
VG,2004,8
VG,2005,9
VG,2006,5
VG,2007,1
VG,2008,2
VG,2009,3
VG,2010,1
VG,2011,2
VG,2012,2
VG,2013,4
VG,2014,2
VG,2015,4
VG,2016,2
VG,2017,6
VG,2018,8
VG,2019,4
VG,2020,2
VG,2021,1
VG,2022,2
VG,2024,3
VG,2025,8
VN,1996,1
VN,1999,2
VN,2000,1
VN,2001,5
VN,2002,3
VN,2003,3
VN,2004,2
VN,2005,13
VN,2006,6
VN,2007,11
VN,2008,11
VN,2009,14
VN,2010,17
VN,2011,13
VN,2012,22
VN,2013,37
VN,2014,29
VN,2015,39
VN,2016,55
VN,2017,62
VN,2018,58
VN,2019,75
VN,2020,66
VN,2021,93
VN,2022,83
VN,2023,79
VN,2024,126
VN,2025,126
VU,1981,2
VU,1989,1
VU,1992,1
VU,1993,1
VU,2010,2
VU,2017,1
VU,2025,1
WS,2007,4
WS,2010,2
WS,2016,1
WS,2017,3
WS,2018,1
WS,2019,3
WS,2020,5
WS,2021,3
WS,2022,1
WS,2023,2
WS,2024,1
WS,2025,3
YE,1981,1
YE,1983,1
YE,1986,1
YE,1987,3
YE,1988,3
YE,1989,1
YE,1990,2
YE,1991,1
YE,1992,2
YE,1993,1
YE,1994,2
YE,1995,3
YE,1996,2
YE,1998,1
YE,2002,1
YE,2003,1
YE,2010,1
YE,2011,1
YE,2012,2
YE,2013,1
YE,2014,1
YE,2015,3
YE,2016,2
YE,2017,2
YE,2018,5
YE,2019,3
YE,2021,2
ZA,1976,87
ZA,1977,82
ZA,1978,88
ZA,1979,67
ZA,1980,83
ZA,1981,115
ZA,1982,74
ZA,1983,68
ZA,1984,92
ZA,1985,107
ZA,1986,98
ZA,1987,125
ZA,1988,118
ZA,1989,154
ZA,1990,126
ZA,1991,121
ZA,1992,110
ZA,1993,109
ZA,1994,124
ZA,1995,144
ZA,1996,134
ZA,1997,116
ZA,1998,121
ZA,1999,144
ZA,2000,142
ZA,2001,158
ZA,2002,137
ZA,2003,140
ZA,2004,126
ZA,2005,120
ZA,2006,144
ZA,2007,124
ZA,2008,135
ZA,2009,150
ZA,2010,163
ZA,2011,162
ZA,2012,182
ZA,2013,212
ZA,2014,222
ZA,2015,239
ZA,2016,264
ZA,2017,281
ZA,2018,225
ZA,2019,304
ZA,2020,256
ZA,2021,221
ZA,2022,239
ZA,2023,169
ZA,2024,249
ZA,2025,201
ZM,1976,1
ZM,1980,1
ZM,1995,1
ZM,2000,1
ZM,2005,1
ZM,2006,1
ZM,2007,2
ZM,2010,1
ZM,2013,1
ZM,2019,1
ZM,2020,1
ZM,2022,2
ZW,1977,1
ZW,1978,1
ZW,1979,1
ZW,1980,1
ZW,1983,1
ZW,1986,1
ZW,1988,3
ZW,1989,2
ZW,1991,2
ZW,1993,1
ZW,1994,3
ZW,1995,1
ZW,1996,2
ZW,1997,2
ZW,1999,2
ZW,2000,1
ZW,2001,2
ZW,2002,1
ZW,2003,4
ZW,2004,1
ZW,2005,1
ZW,2006,2
ZW,2007,1
ZW,2009,4
ZW,2012,2
ZW,2013,2
ZW,2014,1
ZW,2019,1
ZW,2020,3
ZW,2021,1
ZW,2022,1
